"id","itemTime","trial.","kind","option","trainingMessage","color","scenario","qud","value","askedQuestion","bet","sentExpression","RT","language","comments","engagement","difficulty","passed.control","overall.control.score"
"PCASD5042R",1500315994257,8,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",12931,"English",NA,9,6,NA,4
"PCASD5042R",1500316023312,9,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","probNot",29054,"English",NA,9,6,NA,4
"PCASD5042R",1500316048428,10,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","probNot",25112,"English",NA,9,6,NA,4
"PCASD5042R",1500316066135,11,"trial","nomatter","nomatter","white","plural","polar","3","dots","dots","probNot",17706,"English",NA,9,6,NA,4
"PCASD5042R",1500316082295,12,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",16159,"English",NA,9,6,1,4
"PCASD5042R",1500316094993,13,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","probNot",12696,"English",NA,9,6,NA,4
"PCASD5042R",1500316111622,14,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",16627,"English",NA,9,6,NA,4
"PCASD5042R",1500316125011,15,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",13387,"English",NA,9,6,NA,4
"PCASD5042R",1500316138059,16,"trial","nomatter","nomatter","white","dual","wh","10","dots","dots","cert",13045,"English",NA,9,6,1,4
"PCASD5042R",1500316148488,17,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",10427,"English",NA,9,6,1,4
"PCASD5042R",1500316164531,18,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","probNot",16041,"English",NA,9,6,NA,4
"PCASD5042R",1500316178531,19,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","probNot",13998,"English",NA,9,6,NA,4
"PMPBG0566Q",1500318189803,1,"training","singlebet","cert","red","nomatter","nomatter","nomatter","red","red","dots",16765,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318198979,2,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","black","dont","dots",9175,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318211448,3,"training","multibet","certNot","red","nomatter","nomatter","nomatter","wh","dont","dots",12469,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318237187,4,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","prob",13608,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318241498,5,"trial","nomatter","nomatter","blue","plural","polar","10","dots","dots","cert",4310,"English",NA,8,0,1,4
"PMPBG0566Q",1500318249403,6,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","prob",7904,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318256459,7,"trial","nomatter","nomatter","blue","plural","wh","5","dots","dots","prob",7055,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318263282,8,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","prob",6822,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318267147,9,"trial","nomatter","nomatter","white","dual","wh","10","dots","dots","cert",3864,"English",NA,8,0,1,4
"PMPBG0566Q",1500318271722,10,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",4574,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318275834,11,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",4111,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318283812,12,"trial","nomatter","nomatter","blue","dual","wh","0","dots","dots","certNot",7977,"English",NA,8,0,1,4
"PMPBG0566Q",1500318290490,13,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","probNot",6676,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318294171,14,"trial","nomatter","nomatter","white","plural","polar","3","dots","dots","probNot",3679,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318298002,15,"trial","nomatter","nomatter","black","dual","wh","4","dots","dots","probNot",3830,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318301442,16,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","prob",3439,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318305514,17,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","probNot",4071,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318310793,18,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",5278,"English",NA,8,0,NA,4
"PMPBG0566Q",1500318314218,19,"trial","nomatter","nomatter","white","plural","polar","0","dots","dots","certNot",3424,"English",NA,8,0,1,4
"QNUJU0849E",1500315432018,1,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",31117,"english",NA,10,0,NA,4
"QNUJU0849E",1500315464693,2,"training","multibet","certNot","red","nomatter","nomatter","nomatter","wh","blue","dots",32659,"english",NA,10,0,NA,4
"QNUJU0849E",1500315476818,3,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",12117,"english",NA,10,0,NA,4
"QNUJU0849E",1500315499629,4,"trial","nomatter","nomatter","red","plural","polar","5","dots","dots","prob",10148,"english",NA,10,0,NA,4
"QNUJU0849E",1500315507325,5,"trial","nomatter","nomatter","white","plural","polar","10","dots","dots","cert",7675,"english",NA,10,0,1,4
"QNUJU0849E",1500315511913,6,"trial","nomatter","nomatter","blue","dual","polar","0","dots","dots","certNot",4568,"english",NA,10,0,1,4
"QNUJU0849E",1500315527565,7,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","prob",15629,"english",NA,10,0,NA,4
"QNUJU0849E",1500315531941,8,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","prob",4358,"english",NA,10,0,NA,4
"QNUJU0849E",1500315538882,9,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",6923,"english",NA,10,0,NA,4
"QNUJU0849E",1500315545302,10,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","prob",6400,"english",NA,10,0,NA,4
"QNUJU0849E",1500315551100,11,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","probNot",5778,"english",NA,10,0,NA,4
"QNUJU0849E",1500315556837,12,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",5717,"english",NA,10,0,NA,4
"QNUJU0849E",1500315561109,13,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","probNot",4250,"english",NA,10,0,NA,4
"QNUJU0849E",1500315566901,14,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",5773,"english",NA,10,0,NA,4
"QNUJU0849E",1500315570146,15,"trial","nomatter","nomatter","red","plural","polar","10","dots","dots","cert",3229,"english",NA,10,0,1,4
"QNUJU0849E",1500315581076,16,"trial","nomatter","nomatter","black","plural","wh","3","dots","dots","probNot",10921,"english",NA,10,0,NA,4
"QNUJU0849E",1500315584669,17,"trial","nomatter","nomatter","red","plural","polar","0","dots","dots","certNot",3577,"english",NA,10,0,1,4
"QNUJU0849E",1500315589265,18,"trial","nomatter","nomatter","black","dual","wh","4","dots","dots","probNot",4581,"english",NA,10,0,NA,4
"QNUJU0849E",1500315593437,19,"trial","nomatter","nomatter","black","dual","polar","4","dots","dots","probNot",4156,"english",NA,10,0,NA,4
"QTSMR4032D",1500318885553,1,"training","singlebet","cert","red","nomatter","nomatter","nomatter","red","red","dots",17888,"english",NA,10,0,NA,4
"QTSMR4032D",1500318903494,2,"training","multibet","certNot","black","nomatter","nomatter","nomatter","wh","dont","dots",17940,"english",NA,10,0,NA,4
"QTSMR4032D",1500318911724,3,"training","singlebet","prob","red","nomatter","nomatter","nomatter","red","red","dots",8229,"english",NA,10,0,NA,4
"QTSMR4032D",1500318940431,4,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",25404,"english",NA,10,0,NA,4
"QTSMR4032D",1500318949954,5,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","prob",9519,"english",NA,10,0,NA,4
"QTSMR4032D",1500318958717,6,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",8763,"english",NA,10,0,NA,4
"QTSMR4032D",1500318965272,7,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","prob",6555,"english",NA,10,0,NA,4
"QTSMR4032D",1500318969026,8,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","prob",3754,"english",NA,10,0,NA,4
"QTSMR4032D",1500318976514,9,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","prob",7488,"english",NA,10,0,NA,4
"QTSMR4032D",1500318981071,10,"trial","nomatter","nomatter","white","plural","polar","10","dots","dots","cert",4557,"english",NA,10,0,1,4
"QTSMR4032D",1500318986200,11,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",5129,"english",NA,10,0,NA,4
"QTSMR4032D",1500318992694,12,"trial","nomatter","nomatter","red","dual","wh","0","dots","dots","certNot",6494,"english",NA,10,0,1,4
"QTSMR4032D",1500318996748,13,"trial","nomatter","nomatter","blue","dual","wh","10","dots","dots","cert",4053,"english",NA,10,0,1,4
"QTSMR4032D",1500319001857,14,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","prob",5109,"english",NA,10,0,NA,4
"QTSMR4032D",1500319005760,15,"trial","nomatter","nomatter","black","plural","wh","0","dots","dots","certNot",3903,"english",NA,10,0,1,4
"QTSMR4032D",1500319010745,16,"trial","nomatter","nomatter","black","dual","polar","3","dots","dots","probNot",4985,"english",NA,10,0,NA,4
"QTSMR4032D",1500319014166,17,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",3419,"english",NA,10,0,NA,4
"QTSMR4032D",1500319017442,18,"trial","nomatter","nomatter","black","dual","polar","4","dots","dots","prob",3276,"english",NA,10,0,NA,4
"QTSMR4032D",1500319019620,19,"trial","nomatter","nomatter","white","plural","polar","5","dots","dots","prob",2178,"english",NA,10,0,NA,4
"RGGSK5488R",1500477326254,1,"training","singlebet","certNot","black","nomatter","nomatter","nomatter","wh","dont","dots",16613,"English",NA,10,4,NA,4
"RGGSK5488R",1500477338699,2,"training","multibet","probNot","red","nomatter","nomatter","nomatter","wh","blue","dots",12445,"English",NA,10,4,NA,4
"RGGSK5488R",1500477347288,3,"training","singlebet","cert","red","nomatter","nomatter","nomatter","wh","red","dots",8589,"English",NA,10,4,NA,4
"RGGSK5488R",1500477357880,4,"trial","nomatter","nomatter","white","dual","polar","0","dots","dots","certNot",7924,"English",NA,10,4,1,4
"RGGSK5488R",1500477364432,5,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",6552,"English",NA,10,4,NA,4
"RGGSK5488R",1500477367493,6,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",3061,"English",NA,10,4,NA,4
"RGGSK5488R",1500477369850,7,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",2357,"English",NA,10,4,NA,4
"RGGSK5488R",1500477374805,8,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",4955,"English",NA,10,4,NA,4
"RGGSK5488R",1500477378640,9,"trial","nomatter","nomatter","black","dual","polar","5","dots","dots","prob",3835,"English",NA,10,4,NA,4
"RGGSK5488R",1500477381051,10,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",2411,"English",NA,10,4,NA,4
"RGGSK5488R",1500477387367,11,"trial","nomatter","nomatter","white","plural","wh","0","dots","dots","certNot",6316,"English",NA,10,4,1,4
"RGGSK5488R",1500477393878,12,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","prob",6496,"English",NA,10,4,NA,4
"RGGSK5488R",1500477397077,13,"trial","nomatter","nomatter","black","plural","polar","10","dots","dots","cert",3196,"English",NA,10,4,1,4
"RGGSK5488R",1500477400001,14,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","probNot",2924,"English",NA,10,4,NA,4
"RGGSK5488R",1500477402392,15,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","probNot",2391,"English",NA,10,4,NA,4
"RGGSK5488R",1500477405644,16,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",3252,"English",NA,10,4,NA,4
"RGGSK5488R",1500477407822,17,"trial","nomatter","nomatter","blue","dual","wh","10","dots","dots","cert",2178,"English",NA,10,4,1,4
"RGGSK5488R",1500477412159,18,"trial","nomatter","nomatter","blue","dual","wh","5","dots","dots","prob",4337,"English",NA,10,4,NA,4
"RGGSK5488R",1500477414606,19,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","probNot",2447,"English",NA,10,4,NA,4
"RUTFW6674L",1500404936760,1,"training","multibet","certNot","black","nomatter","nomatter","nomatter","black","blue","dots",20908,"English",NA,10,0,NA,4
"RUTFW6674L",1500404944470,2,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",7709,"English",NA,10,0,NA,4
"RUTFW6674L",1500404956120,3,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",11649,"English",NA,10,0,NA,4
"RUTFW6674L",1500404970167,4,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",11006,"English",NA,10,0,NA,4
"RUTFW6674L",1500404976071,5,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",5902,"English",NA,10,0,NA,4
"RUTFW6674L",1500404978951,6,"trial","nomatter","nomatter","red","plural","wh","10","dots","dots","cert",2878,"English",NA,10,0,1,4
"RUTFW6674L",1500404983025,7,"trial","nomatter","nomatter","black","dual","polar","4","dots","dots","probNot",4073,"English",NA,10,0,NA,4
"RUTFW6674L",1500404988765,8,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",5739,"English",NA,10,0,NA,4
"RUTFW6674L",1500404994167,9,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","prob",5400,"English",NA,10,0,NA,4
"RUTFW6674L",1500405001380,10,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",7211,"English",NA,10,0,NA,4
"RUTFW6674L",1500405004367,11,"trial","nomatter","nomatter","blue","plural","wh","0","dots","dots","certNot",2986,"English",NA,10,0,1,4
"RUTFW6674L",1500405006919,12,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",2550,"English",NA,10,0,NA,4
"RUTFW6674L",1500405008891,13,"trial","nomatter","nomatter","black","plural","polar","10","dots","dots","cert",1970,"English",NA,10,0,1,4
"RUTFW6674L",1500405010881,14,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","probNot",1988,"English",NA,10,0,NA,4
"RUTFW6674L",1500405013716,15,"trial","nomatter","nomatter","red","plural","polar","0","dots","dots","certNot",2833,"English",NA,10,0,1,4
"RUTFW6674L",1500405017324,16,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",3606,"English",NA,10,0,NA,4
"RUTFW6674L",1500405020082,17,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",2757,"English",NA,10,0,NA,4
"RUTFW6674L",1500405023986,18,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","prob",3902,"English",NA,10,0,NA,4
"RUTFW6674L",1500405026808,19,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",2820,"English",NA,10,0,NA,4
"RXDGJ2725P",1500407526221,1,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","red","dont","dots",20535,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407540932,2,"training","multibet","probNot","red","nomatter","nomatter","nomatter","wh","blue","dots",14710,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407551003,3,"training","singlebet","cert","red","nomatter","nomatter","nomatter","red","red","dots",10070,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407571971,4,"trial","nomatter","nomatter","red","dual","polar","3","dots","dots","probNot",15390,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407578731,5,"trial","nomatter","nomatter","black","dual","wh","10","dots","dots","cert",6757,"English","Thank you!",10,3,1,4
"RXDGJ2725P",1500407584435,6,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",5701,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407590875,7,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",6437,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407594251,8,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","probNot",3374,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407609595,9,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","probNot",15342,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407613210,10,"trial","nomatter","nomatter","white","dual","polar","0","dots","dots","certNot",3612,"English","Thank you!",10,3,1,4
"RXDGJ2725P",1500407618210,11,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",4997,"English","Thank you!",10,3,1,4
"RXDGJ2725P",1500407622850,12,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",4637,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407645931,13,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","probNot",23077,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407653370,14,"trial","nomatter","nomatter","blue","plural","polar","0","dots","dots","certNot",7437,"English","Thank you!",10,3,1,4
"RXDGJ2725P",1500407657881,15,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","probNot",4508,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407661403,16,"trial","nomatter","nomatter","blue","plural","polar","4","dots","dots","probNot",3519,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407669074,17,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","prob",7668,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407672338,18,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",3261,"English","Thank you!",10,3,NA,4
"RXDGJ2725P",1500407677613,19,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",5272,"English","Thank you!",10,3,NA,4
"SENCA8028R",1500471522402,1,"training","singlebet","cert","black","nomatter","nomatter","nomatter","black","black","dots",34647,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471544041,2,"training","multibet","probNot","black","nomatter","nomatter","nomatter","black","black","dots",21639,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471565053,3,"training","multibet","certNot","black","nomatter","nomatter","nomatter","wh","red","dots",21011,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471594137,4,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","prob",13872,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471605415,5,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","prob",11277,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471619016,6,"trial","nomatter","nomatter","red","dual","polar","0","dots","dots","certNot",13600,"English","Interesting - Thank you. ",10,5,1,4
"SENCA8028R",1500471625904,7,"trial","nomatter","nomatter","red","plural","polar","10","dots","dots","cert",6887,"English","Interesting - Thank you. ",10,5,1,4
"SENCA8028R",1500471632913,8,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",7008,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471640882,9,"trial","nomatter","nomatter","blue","plural","polar","4","dots","dots","prob",7968,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471647099,10,"trial","nomatter","nomatter","white","plural","polar","0","dots","dots","certNot",6216,"English","Interesting - Thank you. ",10,5,1,4
"SENCA8028R",1500471653061,11,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","prob",5961,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471661117,12,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","prob",8055,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471665155,13,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","prob",4037,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471679479,14,"trial","nomatter","nomatter","blue","dual","polar","4","dots","dots","probNot",14323,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471684974,15,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",5494,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471690097,16,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",5122,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471694947,17,"trial","nomatter","nomatter","white","plural","polar","10","dots","dots","cert",4849,"English","Interesting - Thank you. ",10,5,1,4
"SENCA8028R",1500471698968,18,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",4020,"English","Interesting - Thank you. ",10,5,NA,4
"SENCA8028R",1500471702545,19,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",3576,"English","Interesting - Thank you. ",10,5,NA,4
"SEXFW6297V",1500404041672,1,"training","multibet","probNot","red","nomatter","nomatter","nomatter","wh","blue","dots",38752,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404061897,2,"training","singlebet","cert","black","nomatter","nomatter","nomatter","black","black","dots",20224,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404084151,3,"training","multibet","certNot","black","nomatter","nomatter","nomatter","wh","white","dots",22254,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404117907,4,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","prob",24108,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404135135,5,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","prob",17227,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404143837,6,"trial","nomatter","nomatter","red","plural","wh","0","dots","dots","certNot",8701,"English","This was a lot of fun. I wish there was more to it.",10,7,1,4
"SEXFW6297V",1500404152003,7,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","prob",8165,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404157876,8,"trial","nomatter","nomatter","black","dual","polar","10","dots","dots","cert",5871,"English","This was a lot of fun. I wish there was more to it.",10,7,1,4
"SEXFW6297V",1500404169687,9,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",11810,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404177076,10,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",7388,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404190074,11,"trial","nomatter","nomatter","black","plural","wh","3","dots","dots","probNot",12996,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404193341,12,"trial","nomatter","nomatter","blue","dual","polar","10","dots","dots","cert",3267,"English","This was a lot of fun. I wish there was more to it.",10,7,1,4
"SEXFW6297V",1500404211547,13,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",18205,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404220157,14,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",8609,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404226425,15,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",6266,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404231901,16,"trial","nomatter","nomatter","white","plural","polar","0","dots","dots","certNot",5474,"English","This was a lot of fun. I wish there was more to it.",10,7,1,4
"SEXFW6297V",1500404237193,17,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",5291,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404241894,18,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",4700,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"SEXFW6297V",1500404248438,19,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",6542,"English","This was a lot of fun. I wish there was more to it.",10,7,NA,4
"TBTGI8980Y",1500491144002,1,"training","multibet","cert","red","nomatter","nomatter","nomatter","wh","red","dots",40429,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491164232,2,"training","singlebet","certNot","black","nomatter","nomatter","nomatter","wh","dont","dots",20230,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491181768,3,"training","singlebet","prob","black","nomatter","nomatter","nomatter","black","black","dots",17536,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491208605,4,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","prob",9491,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491218527,5,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","prob",9918,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491224502,6,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",5971,"English","Fun and interesting task",8,2,1,4
"TBTGI8980Y",1500491230354,7,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",5848,"English","Fun and interesting task",8,2,1,4
"TBTGI8980Y",1500491237394,8,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","probNot",7036,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491242582,9,"trial","nomatter","nomatter","white","dual","wh","10","dots","dots","cert",5184,"English","Fun and interesting task",8,2,1,4
"TBTGI8980Y",1500491248490,10,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","probNot",5908,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491253068,11,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",4578,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491258815,12,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",5747,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491265298,13,"trial","nomatter","nomatter","blue","plural","wh","5","dots","dots","prob",6483,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491271867,14,"trial","nomatter","nomatter","black","plural","polar","0","dots","dots","certNot",6569,"English","Fun and interesting task",8,2,1,4
"TBTGI8980Y",1500491276001,15,"trial","nomatter","nomatter","black","plural","wh","3","dots","dots","probNot",4130,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491282441,16,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",6440,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491288752,17,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",6311,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491294307,18,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","probNot",5552,"English","Fun and interesting task",8,2,NA,4
"TBTGI8980Y",1500491301055,19,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","probNot",6744,"English","Fun and interesting task",8,2,NA,4
"THNTM9108H",1500461515888,1,"training","singlebet","prob","red","nomatter","nomatter","nomatter","wh","red","dots",20209,"English",NA,10,3,NA,4
"THNTM9108H",1500461533092,2,"training","multibet","cert","red","nomatter","nomatter","nomatter","wh","red","dots",17200,"English",NA,10,3,NA,4
"THNTM9108H",1500461548460,3,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","wh","dont","dots",15365,"English",NA,10,3,NA,4
"THNTM9108H",1500461586043,4,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",28093,"English",NA,10,3,1,4
"THNTM9108H",1500461595971,5,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","prob",9921,"English",NA,10,3,NA,4
"THNTM9108H",1500461603001,6,"trial","nomatter","nomatter","red","plural","wh","3","dots","dots","prob",7024,"English",NA,10,3,NA,4
